,Date,User,Tweet
340,2023-02-28 03:52:14+00:00,_FlipMan,Anecdotal economic barometer reading: Currently on my 5th flight in 3 days. Absolutely every seat filled and tons of people on standby.. just like the 4 before this. Are we in a recession or not?
341,2023-02-28 03:51:11+00:00,jesusgrillz,@POTUS We're in a recession.... America is falling apart under your watch.
342,2023-02-28 03:50:26+00:00,PJOD87,@Protocruziea @CNN I’m sure. But when it affects peoples retirement funds and cost of living goes up those are the major issues. People on fixed incomes and impeding recession getting closer.
343,2023-02-28 03:47:31+00:00,jdstandifer,@profplum99 Trimming the fat from the covid bubble. There are so many jobs out there just begging to be filled. This is not a normal recession they teach in textbooks
344,2023-02-28 03:47:12+00:00,HopeReborn2017,"@natsechobbyist @mtgreenee @davidhogg111 She looks better than you, rachel. You’re one jealous dude."
345,2023-02-28 03:47:12+00:00,SDEnterprise49,"@MahuaMoitraFans @mieknathshinde That's why he is in politics.
A politician has every right to spend and spoil the public money.
And the ""cattle class""  trust and respect the politicians to buy poverty, unemployment, hardship, price rise,  recession etc."
346,2023-02-28 03:46:25+00:00,drewm100,"Does that come with a side of recession of gavage of depression?

🦢🦆🦢🦆"
347,2023-02-28 03:46:19+00:00,billineastala,Another economic indicator: Exorcisms evidently are not being affected by fears of a recession. https://t.co/yMoZi2SNwe
348,2023-02-28 03:45:33+00:00,marcil098,@marwilliamson you didn't survive the previous attempt of campaigning because you have no policies.  the world is on the verge of nuclear war and your kumbaya approach isn't going to cut it. don't take americans' $$ in a recession
349,2023-02-28 03:44:24+00:00,NiveshValue,"Stocks to watch on 28 Feb

SL will be according to 1:2 or 1:3 RR

#StocksToBuy #StockToWatch #niftyprediction #nifty #niveshvalue #StockMarket #Nifty #StockMarket #BREAKOUTSTOCKS #recession #StockMarketindia  #stockmarketcrash #NASDAQ #SGXNIFTY #OptionsTrading #USDINR #DowJones https://t.co/IO69sodfDO"
350,2023-02-28 03:44:17+00:00,themig29,"@Emperor1G @KyleTamayo17 @Nerdrotics &gt; if someone covers their losses

We're staring down the barrel of a recession of epic proportions while these studies hemorrhage tons of money. Nobody is bailing anyone out."
351,2023-02-28 03:44:04+00:00,vineeth_naik,"Janet Yellen is in Ukraine giving away billions while the Yield Curve is inverted like this. The normal yield curve that rises up indicates economic expansion while this inverted one below precedes a recession. 

The yield curve has been inverted since July, 2022. https://t.co/HVnwG6qEuX"
352,2023-02-28 03:42:05+00:00,TopFinanceTakes,@itsmarkmoran @UVALaw Thats so special! Im sure it always brings you lots of joy.
353,2023-02-28 03:41:27+00:00,J_L_Fairchild,"@WhiteHouse Does 6+% inflation and interest rates of 7% lower costs for families? If so, how? This will also likely be followed by high unemployment and recession because of your reckless spending."
354,2023-02-28 03:41:10+00:00,value_EandP,@AyeshaTariq @Mayhem4Markets If it's not strong for 9 months why aren't we in a recession
355,2023-02-28 03:40:37+00:00,Dragon_Fire530,"@Safarnejad_IR That's how American media works. They say the complete opposite of the truth and expect American's to buy it. COVID didn't come from a lab, the vax is safe, we support drilling for oil, the border's are closed, were not in a recession, we're only taxing the rich......"
356,2023-02-28 03:40:23+00:00,riverboatjester,"@mbakleh1 @Silver_Gold_U Interest rate may not be high historically, but are too high at current debt levels, something will break. Also not the first pending recession preceded by low unemployment rate. Seems like a lot of investors have gone bullish, also common before bottom."
357,2023-02-28 03:40:03+00:00,I_shouldbfamous,This TikTok said everyone is on a newfound spiritual journey cuz pussy ain’t selling like it used to no more 😫 that’s how u kno we in a recession they said pussy always supposed to sell 😂😭
358,2023-02-28 03:39:55+00:00,anewswire,"Much has been said about inflation hurting society. As people’s buying power decreases, life gets more costly. Heck, the Fed seems hell-bent on causing another recession to contain inflation.

However, as I look at the historical price changes of some

https://t.co/gkoguhfLaJ https://t.co/ffk2RbTHHR"
359,2023-02-28 03:39:45+00:00,ThaNotoriousDaj,"Y2K 
Anthrax 
The Recession 
Mad Cow Disease/Bird Flue/Swine  Flu/Ebola/Covid
Hurricane Katrina 
Bin Laden/Hussein terror
Legalization of a gay marriage 
Obama Election
Sandy Hook
MAGA/ Jan 6 
Pandemic 2020

Just to name a few 😭"
360,2023-02-28 03:39:24+00:00,RH5455,@VivekGRamaswamy Well this is a quick way to a recession
361,2023-02-28 03:37:15+00:00,lilmonstrz85,"@Mr_Derivatives The way Natural Gas is priced, you’d think we are in a recession"
362,2023-02-28 03:36:58+00:00,spvafk,"@joshkiefercpa If your economy is already in a perpetual state of recession ie population decline, would it not be more fitting to move value with a store of value vs a currency that loses its purchasing power to inflation? That is an economic scenario we haven’t seen before"
363,2023-02-28 03:36:58+00:00,PMAnswerBook,"@EileenMarieSar1 Not to mention all the Americans who died of Covid because he ""played it down.” And his botched handling of Covid also led to the Trump Recession, which was so severe it was starting to be called the Trump Depression. Had he handled it well, he might have been reelected."
364,2023-02-28 03:36:39+00:00,Chunkylafunga5G,@GoldForecast Recession
365,2023-02-28 03:36:02+00:00,heterodox_blogs,"The #1 likely reason I suspect the economy has not gone into recession yet 
                                    
The #1 likely reason I suspect the economy has not gone into recession yet

 – by New Deal democrat

I’ve been https://t.co/iPx4pOl8Ms"
366,2023-02-28 03:35:58+00:00,KarlBar95794055,"OCR tipped for record rise, recession still possible - economist https://t.co/MRkZoYEvJM"
367,2023-02-28 03:35:47+00:00,stooksman,Doing the opposite during a recession and winning because clearly we should be doing something different
368,2023-02-28 03:35:20+00:00,InfernoOmni,@gsmVoiD Smash going thru a bear market during a recession. it’ll bounce back eventually but prolly not anytime soon. prepare for the long game.
369,2023-02-28 03:35:09+00:00,ChynnaGold,I knew it was a recession coming months before it happened because the girls wasn’t trying to come $300+ on brows. I had to exit.
370,2023-02-28 03:34:49+00:00,pete45533155,"@abcnews I was a victim of the Labor parties recession we had to have, people lost their homes, killed them selves and I missed out in getting into Uni by 1 point.
The Labor party is back, recession Mk11 ? 
Now they blame RBA."
371,2023-02-28 03:34:45+00:00,MoonRegolith_,@KevinSvenson_ Deep recession
372,2023-02-28 03:34:40+00:00,naf_naf_n_naan,@trentkelp Manufacturing input costs are going to remain sticky due to lack of supply in many areas if the economy remains strong… yes the coming down of all this inflation is good but market is not pricing in any recession IMO
373,2023-02-28 03:33:28+00:00,KVbeachcomber,@defiance_lady @miami_vise @ShawnQuinn83 @GavinNewsom @GOP Yes he could have saved some of it to ride out Bidens impending recession but spent every last dime and then some.
374,2023-02-28 03:32:42+00:00,TysonLester,"Via @FT: ""UK cities set to host #FinTech hubs to help drive innovation."" https://t.co/Fybwr0ybnW

Despite rising #InterestRates and recession fears— many European governments are highly committed to financial technology's future.

#InsurTech #BigData #AI #IoT #InternetOfThings"
375,2023-02-28 03:31:55+00:00,chrisanteamum,@marciamarcellaa YESS get that better offer recession is coming. tbh mcm salah timing juak i quit this job because there’s not a lot of vacancies rn tp i just take it slow lah.
376,2023-02-28 03:31:16+00:00,glightfinancial,What an asshole. Inversion precedes recession. @CNBC are you helping separate retail investors from their capital? Why do you employ @jimcramer ? To create exit liquidity for Wall St? @SECGov Does Jim secure ad revenue or something? Or is he just that incompetent? https://t.co/veqlNeBaFn
377,2023-02-28 03:30:00+00:00,CBSMornings,A majority of the nation's business economists expect a U.S. recession to begin later this year than they had previously forecast. https://t.co/zUePsvgy15
378,2023-02-28 03:30:00+00:00,fox28columbus,"A majority of the nation's business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates.

https://t.co/Y3sHEpcatH"
379,2023-02-28 03:30:00+00:00,GVWire,"📈 🤷 📉 Survey: Business Economists Push Back US Recession Forecasts 

#GVWire #News #Economy #Business #Economist #Recession #Inflation #Survey #Fed #Jobs #Expectations

https://t.co/nBll9sPgyx"
380,2023-02-28 03:28:54+00:00,AugustadSays,2023 US Recession Now Expected to Start Later than Predicted https://t.co/TlMVliSSVR
381,2023-02-28 03:28:52+00:00,LGLAsince96,🙏🏼
382,2023-02-28 03:28:47+00:00,AvidCommentator,"@scottjla Yep, that's why inflation shouldn't be let out of control in the first place.

Because the choices historically are basically have a recession pre-emptively or have a much worse recession later.

The RBNZ has publicly stated as much."
383,2023-02-28 03:28:40+00:00,RickyGabriel24,"@_USAPatriot_ @Scismeaswell @FoxNews I wonder if the Covid-19 pandemic has anything to do with having no demand for gasoline during the so called Trump Recession? Oh wait, people weren’t driving much at all because not many businesses were even open during the time. Hence people being laid off and being out of work."
384,2023-02-28 03:28:16+00:00,Fame21Moore,Lack of demand for energy indicates recession.
385,2023-02-28 03:28:03+00:00,O773R,i’m gonna keep it real if fighting games went into another recession capcom/bandai namco would be the only devs that would actually be fine
386,2023-02-28 03:27:43+00:00,ThorTorrens,"Whether we go into a recession or not 

Just the fear of one has most already cutting budgets regardless"
387,2023-02-28 03:26:24+00:00,joshkiefercpa,"@spvafk Imo yes

Currency moves value 1st and stores value 2nd

In a recession money velocity slows. People are reluctant to spend. 

Currency can’t have a default incentive not to spend it. It’d produce a perpetual state of recession.

Inflation encourages money velocity ie spending"
388,2023-02-28 03:24:03+00:00,beharakamal,"@MeghUpdates Don't talk like school children.. if u r that capable then lift paxtan frm recession..
Instead of focus India  focus on u r country n u r people.."
389,2023-02-28 03:23:35+00:00,i_SouthEastern,"#SouthEastern Pre Market

~ #Nifty heading for a muted start.

~ Feb MTD institutions trade, DII overtakes FII selling by double margin.
FII -₹6531 cr. &amp;  DII +14629 cr.

~ IT stocks on roller coaster ride, offshore revenue hit by recession worries.

~ #WallStreet slight gain. https://t.co/HFm5lZ4LtU"
390,2023-02-28 03:23:33+00:00,maxieplush,that no spending kit you're on is called a recession
391,2023-02-28 03:22:16+00:00,EllenMusgrove6,"Goldman's Solomon on Inflation, Recession, ChatGPT, M&amp;A, Energy, China https://t.co/tpmrP2dVu7"
392,2023-02-28 03:21:41+00:00,balls2chin,"@SecYellen Stop spending our money on some dictator and his criminal oligarch buddies. All this money is unaudited and is enriching a few. US has no border, fentanol epidemic, homeless problems, veteran suicide, recession and derailed poisonous trains. You are hurting America. Resign"
393,2023-02-28 03:21:34+00:00,J1292J,"@ProgNewDealer By getting the U.S. out of TPP, Trump helped make the Chinese Communist Party more powerful by creating a void. His inflationary tariffs put our manufacturing sector in recession and we still lost on trade with the deal he struck."
394,2023-02-28 03:21:07+00:00,sodomsez,@casinodemedici @BKD08642832 @Paul_Koshy But per IMF India will escape the recession. So aren't we in a better state?
395,2023-02-28 03:20:25+00:00,naf_naf_n_naan,@trentkelp Pretty close to even with pre-pandemic… if we have slowdown or recession this could turn back downwards but right now this recovery looks decent (still think &gt; 4000 SPX is expensive but &lt; 3400 too cheap right now) https://t.co/D9zdCAkkkZ
396,2023-02-28 03:20:09+00:00,glamdringfohamr,@cleanandgritty @TheStalwart It’s a slam dunk policy approach and thank god they are waking up to it. When rates go back to 0 they can borrow and buy stocks with more solid long term returns. It can also be used as a counter cyclical tool to combat recession
397,2023-02-28 03:19:55+00:00,David32375134,@PendulumFlow It recovered didn't It. That's what recession means. Mild depression is what that chart shows in 2007
398,2023-02-28 03:19:16+00:00,Cryptopotomous,We’re in a recession. But can’t call it a recession. So when no recession happens (when this recession ends) the politicians and Biden Admin can take a victory lap. Unless we go to war. Then it’s “inevitable”. The perfect fail safe.
399,2023-02-28 03:19:09+00:00,PincherMartin8,@Jflood111 @stephenross89 @JonahDispatch Any incumbent would have lost in 2020 with a sharp pandemic-caused recession.  Trump nearly won.  Take away COVID and he wins.  Simple as that.
400,2023-02-28 03:18:47+00:00,pleemirage,"@GavinNewsom @GOP Your party (with GOP help) just pushed a $1.7 trillion dollar omnibus bill during a lame duck congress...something that has NEVER happened before...while we are in a recession. I'd love to see the details of your numbers, but don't bother trying to BS your way out of this."
401,2023-02-28 03:18:25+00:00,David32375134,@PendulumFlow Or the entire world blew up in 2008 and never recovered.  Recession would return to previous growth rates? No?
402,2023-02-28 03:17:32+00:00,PendulumFlow,@David32375134 Notice birth rates fell in 1990 as well? Also a recession
403,2023-02-28 03:17:31+00:00,ograu90,"“(...) Mises demonstrated (...) that the government must keep its hands off the recession, so that the recession process can quickly eliminate the distortions imposed by the government-created inflationary boom.”

—Murray N. Rothbard."
404,2023-02-28 03:16:20+00:00,PendulumFlow,@David32375134 We had a recession in 2008 sir. People started running out of money prior to this. When people start spending less you get a recession.
405,2023-02-28 03:15:33+00:00,ThirdLightLLC,"The current spread is 2.2 standard deviations above the historic trend, indicating Very High risk of upcoming recession. #EconTwitter #StockMarket $SPY $VIX $TNX https://t.co/HQHOBRKmBP"
406,2023-02-28 03:15:25+00:00,BetsySharpe3,"@DailyCaller No, it's really not working. That is why inflation is too high and recession is straight ahead."
407,2023-02-28 03:15:02+00:00,_dhruv_1,I really hope we retire the concept of “non operational” leadership teams after this recession
408,2023-02-28 03:15:00+00:00,backdockfounder,"Over the past few weeks, I've been connecting with Sneaker Resellers that sell online and through brick and mortar stores. Once thing in common is that the increased inflation and the threat of a recession is forcing them to look for more cost saving measures in 2023."
409,2023-02-28 03:14:20+00:00,skyler_baisch,@cb_doge @elonmusk Yep imagine that.....🙄 during inflation economy rolling in recession and somehow he is making money!
410,2023-02-28 03:13:29+00:00,hobo_boho,@profplum99 The wasn’t a recession that killed the banks in ‘08 and  brought the economy to the brink of collapse
411,2023-02-28 03:13:20+00:00,Systamental,"@BodhiTreeCIO There's a bit of recency bias and streetlight effect with a strictly US-based cycle analysis. It leaves out the more opaque but key drivers of the global cycle like China, and other BRICS like India. Those cycles are are pointing to upside risk to the US-based recession view."
412,2023-02-28 03:12:52+00:00,donwon_11,"@cfoxma @DecodingFoxNews So feel for you. Hittin loans since same time. Bought fixer upper right before Great Recession. Hang in there, boomers will be selling houses."
413,2023-02-28 03:12:24+00:00,dekkypoo,@JUNlPER will melee survive the recession
414,2023-02-28 03:12:13+00:00,thomaslew9,"@funniest_family YOU WOULDN'T BE SO EXCITED WHEN YOU SEE U.S HUMONGOUS DEBT, JEROME POWELL ACCENTUATED THAT BY TRIGGERING RECESSION TO COMBAT INFLATION"
415,2023-02-28 03:12:08+00:00,ShadowTrader17,"Ok ladies and gentleman I'm omw home and I want to share my market thesis with you all and it contradicts (not fully) my bear comment ls BUT it's going to lead to my bear these for March and April and the deep recession ahead.

Coming soon."
416,2023-02-28 03:12:02+00:00,BodneSmita,"Interest rate is putting pressure on stock valuation in #US &amp; overseas equity markets. Expect #recession to come in the near term. Expect developed markets &amp; emerging markets to outperform US mkt in later 2023 &amp; early 2024, says Gary Schlossberg, Wells Fargo Invst"
417,2023-02-28 03:11:33+00:00,do_zart,Been spending money like we not in a recession and the economy goin to shit
418,2023-02-28 03:11:28+00:00,BuilderDWD,"Lavinia, it’s very hard to even take you seriously, Biden’s selections for important positions mainly had 2 qualifications, woke and rookies who had no journeymen’s qualifications. We are a laughing stock of the nations ,face WW3, recession and collapse of the dollar,LetsgoBrandn"
419,2023-02-28 03:11:20+00:00,marshall_mx,steve ban pmlg phantom block sex tech exploit bts recession summit esports AI chatGPT glitch carried fundies delay mod nintendo stable difussion economy training mod  fighters pass 2 sex sonic lucas artificial intelligence obama trump biden esports counter strike valorant AI sex
420,2023-02-28 03:10:53+00:00,owl_jeff,"@RonFilipkowski If we're not already in a global recession, that would cause a global depression."
421,2023-02-28 03:10:30+00:00,cole_deancole,@AvidCommentator Accurate analysis in isolation. But it appears that only a recession will stem Corporate Profit Inflation. As the top 1% whine about a reduced tax deduction the bottom 50% will experience greater real pain
422,2023-02-28 03:10:11+00:00,tonystewart8,"As sure as the spring will follow the winter, prosperity and economic growth will follow recession"
423,2023-02-28 03:10:05+00:00,RealtorGanesh,#ShibaArmy  we should be recession proof.
424,2023-02-28 03:10:03+00:00,sara_azis,"Oil slipped lower early on Monday with recession worries at the forefront after a string of unexpectedly good US economic reports, which increased expectations that the Federal Reserve will turn even more hawkish as it raises interest rates to suppress inflation."
425,2023-02-28 03:10:00+00:00,sentiacorp,Economists: Recession pushed back https://t.co/5Fl4jORYAH
426,2023-02-28 03:09:07+00:00,encinitasraider,"@NickTimiraos Fed Fund rates needs to be 7%. Only way out of this mess is a recession, imo."
427,2023-02-28 03:08:55+00:00,TwistedTh1nker,@EPBResearch @barnes_law Uhh..could be because we’re in a recession. 😉
428,2023-02-28 03:07:44+00:00,TerraOrBust,"London to power UK economy away from recession and clinch best growth across the country
 https://t.co/4eNJtnMFhl"
429,2023-02-28 03:07:37+00:00,ChasingBristol,Of COURSE it’s a post-recession landlady… 😰😰😰 #QuantumLeap https://t.co/OrpbSxDRXe
430,2023-02-28 03:07:30+00:00,headpointernext,@anondrogynous Us having to deal with personal-heroes-turned-problematic is yet another burden of our generation that lived at the end of an unenlightened past and the start of a better future. It's the insult to the injuries of a global pandemic+recession and shit politicians 🙃🥲🙃 ¯\_(ツ)_/¯
431,2023-02-28 03:07:13+00:00,bunkbedinvestor,@Morpheusresist Theatre. Theyll be released once a recession hits or some other major event to keep us distracted
432,2023-02-28 03:07:04+00:00,eigo_holic,"recession　景気後退　不況
類：downturn

The recession gave a huge impact on automotive industry.
景気後退が自動車業界に大きな影響を与えた。 ##IELTS"
433,2023-02-28 03:07:00+00:00,danspena,"Morgan Stanley:The stk mkt isnt only in correction,its in bear market territory w/o recession in sight.Strength in the broader economy should continue to buoy stocks even as investors digest a number of negative headlines (DSP:AS I SAID IN PRINCETON,UR TOO DUMB TO GET IT)"
434,2023-02-28 03:05:43+00:00,inverted180,@Tablesalt13 Even deflation could be carnage for Canadian housing if we deflate into a bad recession.   Lower rates won't help.
435,2023-02-28 03:04:25+00:00,chandrumallappa,@markets @federalreserve Inflation in entrenched. We need a severe recession to fix this.
436,2023-02-28 03:04:04+00:00,catchfireswhore,or we are just entering a recession
437,2023-02-28 03:03:54+00:00,Endof_theWord,"recession 경기 후퇴, 불경기
unpleasant 불쾌한, 싫은
make a living 생계를 꾸리다"
438,2023-02-28 03:02:45+00:00,0xCryptoMorty,"If there’s a hard landing/deep recession, what price will eth go to?"
439,2023-02-28 03:02:00+00:00,MulcahyOran,"@swiftoursonggg I also have some memories of the 2008 recession, but I wouldn't really describe it as an event where I'll never forget where I was when it happened. I was too young to understand much."
440,2023-02-28 03:01:51+00:00,SayNoToSino,"Income, spending in China grew far slower in 2022 - Reuters

.

The reality:
Income and spending shrank in China in 2022.
China’s economy is in Recession. https://t.co/xtZLPK7cSM"
441,2023-02-28 03:01:12+00:00,CNBCTV18Live,"#OnCNBCTV18 | Interest rate is putting pressure on stock valuation in #US &amp; overseas equity markets. Expect #recession to come in the near term. Expect developed markets &amp; emerging markets to outperform US mkt in later 2023 &amp; early 2024, says Gary Schlossberg, Wells Fargo Invst https://t.co/DlMljmJmbf"
442,2023-02-28 03:01:00+00:00,1stExecutive,"#CEOs worldwide are confident about their growth prospects despite the threat of a potential recession, according to KPMG's 2022 CEO Outlook report. Click the link below to see how CEOs are preparing for economic instability https://t.co/oEmg5XLO6T"
443,2023-02-28 03:00:35+00:00,peregrinegold,"U.S. recession is the top catalyst for #gold to hit $2k/oz says Bloomberg. Fear of ⬆️ interest rates and Fed tightening could lower most metals but raise gold.

https://t.co/7LMXhp9SQA is exploring the Peninsula Prospect at the Newman gold project in WA
https://t.co/oE9TcZyUfI"
444,2023-02-28 03:00:33+00:00,nonce_none,"@MickSanchezAU @abc730 @AlanKohler The only way to fix inflation is to have a recession. That's the medicine, anyone who tells you differently is lying or incompetent. Like the RBA."
445,2023-02-28 03:00:01+00:00,wsyx6,"A majority of the nation's business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates.

https://t.co/K6qQkyB1vJ"
446,2023-02-28 02:59:50+00:00,BartellDon,"@LizYoungStrat Liz, love ya, follow ya but but this has been the lonnnnngst prelude to a recession evvvvvver. Two yrs and counting!!!"
447,2023-02-28 02:58:57+00:00,MoreAndAgain,"The way black families lost whether we owned homes or not. . .

that shit was definitely as manufactured as the recession we're heading into.

I believe they specifically wanted to claw back the gains black families made in the 90s."
448,2023-02-28 02:57:58+00:00,wayneclifford61,@Alx17588250 @RealInquisitive @PramilaJayapal I bet you that you think you’re an investing genius. Most people are not. George Bush proposed eliminating SS just before the 2008 Great Recession. People on SS did not have to be concerned. Civilized countries take care of people who are past working age.
449,2023-02-28 02:57:56+00:00,thomasgerlach,"$AAP tomorrow AM. Perennial buyback buyer.  Projected to do great than $12.50 in earnings this year. I like the stock on a flush down $127.50. I already have puts written down there. Hasn't done well with rest of market, yet is typically a recession-resistant business. https://t.co/ActmDbq8NM"
450,2023-02-28 02:57:51+00:00,AndrewE12360769,@taylorawelch Rents aren’t going anywhere.
451,2023-02-28 02:57:46+00:00,vova_gomelsky,"@MarkGerretsen Probably a sign of PP's desperation. Inflation is receding, likely no recession this year or a quick and shallow one at worst, the convoy affair backfired, so he is raising the stakes."
452,2023-02-28 02:57:38+00:00,OG_Humble_One,it’s nuts how the Great Recession and gentrification broke up and destroyed Black neighborhoods and cities as if a bombed was dropped on them.
453,2023-02-28 02:57:28+00:00,RazzberryYams,@CA_Bldg_Trades Isn't the graduation rate in 2013 determined by the entrance rate years earlier? Which were the depths of the Great Recession that destroyed job prospects in the construction sector?
454,2023-02-28 02:57:08+00:00,SibiThomas_,"When economic times are tough, the #mentalhealth of employees can suffer, causing decreased performance, absences, tension — even departure. How can you support your employees in a recession?  https://t.co/0r7X90ZI8a https://t.co/P4VqEDRapY"
455,2023-02-28 02:57:07+00:00,SibiThomas_,"Are you up-to-date on the hottest topics 🔥 in #employeebenefits? Find out what you need to know about new requirements, how to recession-proof your strategy, and more #trending topics.⬇ https://t.co/rWjaoJ5jnj https://t.co/TvNoyRNeVT"
456,2023-02-28 02:57:00+00:00,coopernicus01,@Dexerto Recession or something
457,2023-02-28 02:56:40+00:00,fxstreetnewsvn,Bộ trưởng Tài chính Mỹ Janet Yellen: 'Rất tốt tính đến thời điểm này' trong cuộc chiến chống lạm phát của Mỹ https://t.co/041hgwMQip #Inflation #UnitedStates #Recession #GDP #DollarIndex
458,2023-02-28 02:55:46+00:00,njkanuch,"@marty_kurtz @FiddleSabre @musicaldivide Country Music HoF has to be the first stop. No question.

If you can only do one honky tonk, make sure it’s Robert’s Western World on Broadway and get the Recession Special.

Gotta tour the Ryman. Well worth it, and you’ll feel the history coursing through your veins."
459,2023-02-28 02:55:34+00:00,jobcastnet,Is It Easier to Hire During a Recession? https://t.co/qOxHrXTUca https://t.co/fqvtgs7AQM
460,2023-02-28 02:55:31+00:00,Blocstreetx,GigCX Can Offer A Pathway Through Any Oncoming Recession https://t.co/tlz9JDzO7r
461,2023-02-28 02:55:25+00:00,BusinessInsider,"The US has a 60% chance of avoiding a recession, and stocks could notch new all-time highs this year, market veteran Ed Yardeni says https://t.co/RZ6dxh2u7R"
462,2023-02-28 02:54:33+00:00,paperhanding_GC,@GBTradingTeam It’s looking toppy but I think it could be a winner long term especially in a recession . I’d personally rather repair my old car for $500-$1200 than get locked into $500 / month payments
463,2023-02-28 02:54:10+00:00,KYB11,"@McClellanOsc Nothing, the plants are dormant. May kill more insect eggs, reducing the need for extra sprays. Healthier canopy leads to more abundant fruit. Not necessarily higher quality wine.
Now let's talk about the upcoming recession."
464,2023-02-28 02:53:48+00:00,TheGaloisCxn,"“Why should I help you, anon?”

Because a Good Liberal Capitalist such as yourself know that “a rising tide lifts all boats”.

Allowing anyone to slip through society’s cracks decreases the supply of labor, and that decrease in the labor participation rate accelerates recession."
465,2023-02-28 02:53:46+00:00,FilledWithMoney,"With a possible recession coming, below is a bear market checklist to keep in mind of!
https://t.co/3sHvKOdPGi"
466,2023-02-28 02:53:34+00:00,thoughtfulmome2,"Show me the evidence. Heck how about you go LOOK for some evidence?

""But someone's feelings may be hurt if we do that.""

Oh OK then, let's close down the economy, take kids out of school &amp; hand out $trillions &amp; then send the country into a recession. That would be more logical."
467,2023-02-28 02:53:28+00:00,MoBeeSSB,"@Lostssbu Not sure if it was cuz of covid, but there was talks ab a recession happening soon in like Feb. 2020. Still post Among so u might have a point."
468,2023-02-28 02:53:18+00:00,AndrewE12360769,I wonder if he’s the Third child.
469,2023-02-28 02:53:07+00:00,thoughtfulmome2,"@LovelyGigi33 @KNP2BP Show me the evidence. Heck how about you go LOOK for some evidence?

""But someone's feelings may be hurt if we do that.""

Oh OK then, let's close down the economy, take kids out of school &amp; hand out $trillions &amp; then send the country into a recession. That would be more logical."
470,2023-02-28 02:52:41+00:00,CW39Houston,"https://t.co/QJwU1LUqUK Recession coming, but later than previously forecast, more economists predict in survey"
471,2023-02-28 02:52:06+00:00,baljusar,"""World's rich got richer amid '09 recession: report | Reuters"" https://t.co/sS9GOx5IHM"
472,2023-02-28 02:51:41+00:00,WBBJ7News,A majority of the nation’s business economists expect a U.S. recession to begin later this year than they had previously forecast. https://t.co/MxTYO0mqDD
473,2023-02-28 02:50:36+00:00,artofspencerjoh,@Mcodywiley Relatable 🥴🥴. I’m sorry girl! This recession is wrecking us
474,2023-02-28 02:50:14+00:00,LGLAsince96,Friendly fire
475,2023-02-28 02:49:39+00:00,yungcav,we’re about to be in a recession
476,2023-02-28 02:49:27+00:00,kathirsam7,"@muralisvlogofcl @itisprashanth In this recession period the government pulled a lot of new IT companies to CBE..

Infrastructure ila job ila nu uruttatheenga 

https://t.co/wqBTymmLXA"
477,2023-02-28 02:49:13+00:00,PioneerPress,MN economic analysts say recession expected later this year should be milder than previously projected https://t.co/WWvlsxIIgV https://t.co/mHcWBkP7my
478,2023-02-28 02:48:51+00:00,peteryanni,"The most severe declines occurred between 1980 and 1982, when the S&amp;P 500 index fell by more than 27% as a result of a combination of inflationary pressures, rising interest rates, and a deep recession."
479,2023-02-28 02:48:50+00:00,peteryanni,"In 1975, the S&amp;P 500 index rose by more than 27%, reflecting a strong rebound from the recession of 1973-1975. The index continued to climb in 1976, gaining another 19%."
480,2023-02-28 02:48:49+00:00,chris904812,@OBAXXABO @DavidMichery I think David is in over his head and thought that Mullen would be his legacy. Little did he know a recession was ahead. Putting a dent in his turn key operation. Which is why he's spent so much bringing people out of retirement.
481,2023-02-28 02:48:16+00:00,nelsonrangel,"There are no equity bulls left, crash, recession and higher rates for longer are the overwhelming consensus. https://t.co/bkuqtG2Pfq"
482,2023-02-28 02:46:19+00:00,AugieChavezJr,"If your current job is not cutting it, what is your plan B to increase your income?
Reach Out to Us via Messenger, Our Team can help 😎💪💥

https://t.co/VcxWRBu4Qp

#entrepreneur #incomestreams #inflation #recession #gasprices #foodprices #improvement #insta https://t.co/qMyewJu5wX"
483,2023-02-28 02:45:55+00:00,AndrewE12360769,@ScottAdamsSays was just given a huge gift. Gonna be fun to see what he does with it.
484,2023-02-28 02:45:04+00:00,smx,"Recession-proof your search tactics by looking closely at your competition. Boost visibility, and optimize your online presence with actionable tactics from @BruceClayInc's Advanced SEO Master Class, only at #SMX, online March 1-2!  https://t.co/jPZYASsWqm https://t.co/urKAG64IEb"
485,2023-02-28 02:45:03+00:00,sengineland,"Recession-proof your search tactics by looking closely at your competition. Boost visibility, and optimize your online presence with actionable tactics from @BruceClayInc's Advanced SEO Master Class, only at #SMX, online March 1-2!  https://t.co/Vosr1dSpf1 https://t.co/RaDsgQd9Od"
486,2023-02-28 02:44:27+00:00,theglamtechie,"News media outlets these days are so wild.

Trending topic #1: Economists: Recession pushed back
Trending topic #1: Latest companies to lay off staff. 
Trending topic #3: Consumers nearing ""breaking point""

Which is it really? Can you believe any of it?"
487,2023-02-28 02:44:06+00:00,LiebermanElliot,2023 US Recession Now Expected to Start Later Than Predicted - The Yeshiva World.  ⁦@GOP⁩  https://t.co/K6GSOiYF0l
